Fecha,Productos,Ingreso,Tienda,año,dia,mes
2020-02-12,50,7952,3,2020,Wednesday,February
2020-02-13,41,8603,3,2020,Thursday,February
2020-02-14,50,6618,3,2020,Friday,February
2020-02-15,20,9104,3,2020,Saturday,February
2020-02-16,32,7132,3,2020,Sunday,February
2020-02-17,34,9982,3,2020,Monday,February
2020-02-18,44,8678,3,2020,Tuesday,February
2020-02-19,23,6522,3,2020,Wednesday,February
2020-02-20,25,9639,3,2020,Thursday,February
2020-02-21,33,9396,3,2020,Friday,February
2020-02-22,30,5147,3,2020,Saturday,February
2020-02-23,46,8551,3,2020,Sunday,February
2020-02-24,30,9812,3,2020,Monday,February
2020-02-25,37,9388,3,2020,Tuesday,February
2020-02-26,24,5709,3,2020,Wednesday,February
2020-02-27,16,6375,3,2020,Thursday,February
2020-02-28,47,9037,3,2020,Friday,February
2020-02-29,34,5891,3,2020,Saturday,February
2020-03-01,24,6377,3,2020,Sunday,March
2020-03-02,36,7500,3,2020,Monday,March
2020-03-03,44,6358,3,2020,Tuesday,March
2020-03-04,44,5783,3,2020,Wednesday,March
2020-03-05,20,6009,3,2020,Thursday,March
2020-03-06,17,7196,3,2020,Friday,March
2020-03-07,35,7015,3,2020,Saturday,March
2020-03-08,34,6969,3,2020,Sunday,March
2020-03-09,22,6874,3,2020,Monday,March
2020-03-10,32,6004,3,2020,Tuesday,March
2020-03-11,23,7387,3,2020,Wednesday,March
2020-03-12,28,7790,3,2020,Thursday,March
2020-03-13,26,7314,3,2020,Friday,March
2020-03-14,47,9197,3,2020,Saturday,March
2020-03-15,44,9074,3,2020,Sunday,March
2020-03-16,15,6578,3,2020,Monday,March
2020-03-17,32,8893,3,2020,Tuesday,March
2020-03-18,47,5705,3,2020,Wednesday,March
2020-03-19,30,7672,3,2020,Thursday,March
2020-03-20,30,7800,3,2020,Friday,March
2020-03-21,22,5747,3,2020,Saturday,March
2020-03-22,17,6490,3,2020,Sunday,March
2020-03-23,27,6706,3,2020,Monday,March
2020-03-24,18,9561,3,2020,Tuesday,March
2020-03-25,17,6756,3,2020,Wednesday,March
2020-03-26,43,6368,3,2020,Thursday,March
2020-03-27,24,7392,3,2020,Friday,March
2020-03-28,17,6742,3,2020,Saturday,March
2020-03-29,43,9563,3,2020,Sunday,March
2020-03-30,43,9802,3,2020,Monday,March
2020-03-31,50,9607,3,2020,Tuesday,March
2020-04-01,37,5952,3,2020,Wednesday,April
2020-04-02,22,6573,3,2020,Thursday,April
2020-04-03,33,6288,3,2020,Friday,April
2020-04-04,48,5447,3,2020,Saturday,April
2020-04-05,39,5444,3,2020,Sunday,April
2020-04-06,28,6049,3,2020,Monday,April
2020-04-07,21,5311,3,2020,Tuesday,April
2020-04-08,17,7121,3,2020,Wednesday,April
2020-04-09,43,6756,3,2020,Thursday,April
2020-04-10,21,8358,3,2020,Friday,April
2020-04-11,37,9949,3,2020,Saturday,April
2020-04-12,31,8314,3,2020,Sunday,April
2020-04-13,36,6528,3,2020,Monday,April
2020-04-14,44,6628,3,2020,Tuesday,April
2020-04-15,25,7314,3,2020,Wednesday,April
2020-04-16,18,9747,3,2020,Thursday,April
2020-04-17,16,8867,3,2020,Friday,April
2020-04-18,29,6421,3,2020,Saturday,April
2020-04-19,25,8614,3,2020,Sunday,April
2020-04-20,41,6445,3,2020,Monday,April
2020-04-21,42,7912,3,2020,Tuesday,April
2020-04-22,39,6090,3,2020,Wednesday,April
2020-04-23,19,9685,3,2020,Thursday,April
2020-04-24,40,7339,3,2020,Friday,April
2020-04-25,21,9378,3,2020,Saturday,April
2020-04-26,29,8305,3,2020,Sunday,April
2020-04-27,36,7276,3,2020,Monday,April
2020-04-28,48,7640,3,2020,Tuesday,April
2020-04-29,21,9257,3,2020,Wednesday,April
2020-04-30,50,5578,3,2020,Thursday,April
2020-05-01,19,8378,3,2020,Friday,May
2020-05-02,38,7018,3,2020,Saturday,May
2020-05-03,31,9730,3,2020,Sunday,May
2020-05-04,27,9751,3,2020,Monday,May
2020-05-05,40,5435,3,2020,Tuesday,May
2020-05-06,46,5837,3,2020,Wednesday,May
2020-05-07,35,6300,3,2020,Thursday,May
2020-05-08,43,7605,3,2020,Friday,May
2020-05-09,15,8877,3,2020,Saturday,May
2020-05-10,47,5239,3,2020,Sunday,May
2020-05-11,25,6687,3,2020,Monday,May
2020-05-12,17,6800,3,2020,Tuesday,May
2020-05-13,41,6657,3,2020,Wednesday,May
2020-05-14,50,5772,3,2020,Thursday,May
2020-05-15,35,9096,3,2020,Friday,May
2020-05-16,27,7479,3,2020,Saturday,May
2020-05-17,29,7869,3,2020,Sunday,May
2020-05-18,40,6969,3,2020,Monday,May
2020-05-19,40,8681,3,2020,Tuesday,May
2020-05-20,47,5232,3,2020,Wednesday,May
2020-05-21,45,7602,3,2020,Thursday,May
2020-05-22,28,9890,3,2020,Friday,May
2020-05-23,25,7537,3,2020,Saturday,May
2020-05-24,20,6059,3,2020,Sunday,May
2020-05-25,49,5932,3,2020,Monday,May
2020-05-26,21,8358,3,2020,Tuesday,May
2020-05-27,42,6796,3,2020,Wednesday,May
2020-05-28,47,7543,3,2020,Thursday,May
2020-05-29,20,8546,3,2020,Friday,May
2020-05-30,28,7795,3,2020,Saturday,May
2020-05-31,37,9523,3,2020,Sunday,May
2020-06-01,18,5747,3,2020,Monday,June
2020-06-02,37,7955,3,2020,Tuesday,June
2020-06-03,37,8659,3,2020,Wednesday,June
2020-06-04,29,6040,3,2020,Thursday,June
2020-06-05,27,7456,3,2020,Friday,June
2020-06-06,46,6258,3,2020,Saturday,June
2020-06-07,49,7553,3,2020,Sunday,June
2020-06-08,42,8324,3,2020,Monday,June
2020-06-09,44,9078,3,2020,Tuesday,June
2020-06-10,42,5443,3,2020,Wednesday,June
2020-06-11,34,5377,3,2020,Thursday,June
2020-06-12,24,5577,3,2020,Friday,June
2020-06-13,42,7984,3,2020,Saturday,June
2020-06-14,31,7623,3,2020,Sunday,June
2020-06-15,40,8133,3,2020,Monday,June
2020-06-16,48,6642,3,2020,Tuesday,June
2020-06-17,29,5351,3,2020,Wednesday,June
2020-06-18,29,5874,3,2020,Thursday,June
2020-06-19,45,6997,3,2020,Friday,June
2020-06-20,36,7547,3,2020,Saturday,June
2020-06-21,15,7305,3,2020,Sunday,June
2020-06-22,20,9221,3,2020,Monday,June
2020-06-23,37,7974,3,2020,Tuesday,June
2020-06-24,26,8725,3,2020,Wednesday,June
2020-06-25,46,8845,3,2020,Thursday,June
2020-06-26,46,6903,3,2020,Friday,June
2020-06-27,29,8941,3,2020,Saturday,June
2020-06-28,41,6116,3,2020,Sunday,June
2020-06-29,18,5581,3,2020,Monday,June
2020-06-30,35,8618,3,2020,Tuesday,June
2020-07-01,42,5485,3,2020,Wednesday,July
2020-07-02,50,9156,3,2020,Thursday,July
2020-07-03,23,6963,3,2020,Friday,July
2020-07-04,30,7981,3,2020,Saturday,July
2020-07-05,44,7696,3,2020,Sunday,July
2020-07-06,31,5833,3,2020,Monday,July
2020-07-07,41,7508,3,2020,Tuesday,July
2020-07-08,42,9578,3,2020,Wednesday,July
2020-07-09,17,6011,3,2020,Thursday,July
2020-07-10,38,5023,3,2020,Friday,July
2020-07-11,18,5585,3,2020,Saturday,July
2020-07-12,20,7106,3,2020,Sunday,July
2020-07-13,36,9549,3,2020,Monday,July
2020-07-14,39,5765,3,2020,Tuesday,July
2020-07-15,32,6640,3,2020,Wednesday,July
2020-07-16,24,8779,3,2020,Thursday,July
2020-07-17,25,6792,3,2020,Friday,July
2020-07-18,26,8637,3,2020,Saturday,July
2020-07-19,46,9067,3,2020,Sunday,July
2020-07-20,34,9160,3,2020,Monday,July
2020-07-21,31,8903,3,2020,Tuesday,July
2020-07-22,25,5714,3,2020,Wednesday,July
2020-07-23,23,8678,3,2020,Thursday,July
2020-07-24,29,9428,3,2020,Friday,July
2020-07-25,25,8747,3,2020,Saturday,July
2020-07-26,16,6405,3,2020,Sunday,July
2020-07-27,35,8515,3,2020,Monday,July
2020-07-28,37,6204,3,2020,Tuesday,July
2020-07-29,48,6387,3,2020,Wednesday,July
2020-07-30,46,6067,3,2020,Thursday,July
2020-07-31,25,6596,3,2020,Friday,July
2020-08-01,15,7121,3,2020,Saturday,August
2020-08-02,42,8803,3,2020,Sunday,August
2020-08-03,19,5715,3,2020,Monday,August
2020-08-04,26,8457,3,2020,Tuesday,August
2020-08-05,42,6317,3,2020,Wednesday,August
2020-08-06,34,6687,3,2020,Thursday,August
2020-08-07,21,6431,3,2020,Friday,August
2020-08-08,27,8264,3,2020,Saturday,August
2020-08-09,34,6066,3,2020,Sunday,August
2020-08-10,35,7520,3,2020,Monday,August
2020-08-11,37,9911,3,2020,Tuesday,August
2020-08-12,27,8600,3,2020,Wednesday,August
2020-08-13,16,9222,3,2020,Thursday,August
2020-08-14,47,5159,3,2020,Friday,August
2020-08-15,19,6229,3,2020,Saturday,August
2020-08-16,25,6705,3,2020,Sunday,August
2020-08-17,47,7120,3,2020,Monday,August
2020-08-18,45,8647,3,2020,Tuesday,August
2020-08-19,31,6080,3,2020,Wednesday,August
2020-08-20,28,7912,3,2020,Thursday,August
2020-08-21,25,8295,3,2020,Friday,August
2020-08-22,31,5733,3,2020,Saturday,August
2020-08-23,41,7537,3,2020,Sunday,August
2020-08-24,22,9169,3,2020,Monday,August
2020-08-25,17,8632,3,2020,Tuesday,August
2020-08-26,22,7097,3,2020,Wednesday,August
2020-08-27,48,8516,3,2020,Thursday,August
2020-08-28,26,5264,3,2020,Friday,August
2020-08-29,22,9165,3,2020,Saturday,August
2020-08-30,27,5185,3,2020,Sunday,August
2020-08-31,19,6720,3,2020,Monday,August
2020-09-01,16,9228,3,2020,Tuesday,September
2020-09-02,24,9854,3,2020,Wednesday,September
2020-09-03,27,9101,3,2020,Thursday,September
2020-09-04,47,7695,3,2020,Friday,September
2020-09-05,31,8948,3,2020,Saturday,September
2020-09-06,37,6720,3,2020,Sunday,September
2020-09-07,40,9688,3,2020,Monday,September
2020-09-08,32,9518,3,2020,Tuesday,September
2020-09-09,46,8804,3,2020,Wednesday,September
2020-09-10,45,8841,3,2020,Thursday,September
2020-09-11,17,8680,3,2020,Friday,September
2020-09-12,38,8781,3,2020,Saturday,September
2020-09-13,49,7317,3,2020,Sunday,September
2020-09-14,50,8520,3,2020,Monday,September
2020-09-15,31,7698,3,2020,Tuesday,September
2020-09-16,47,9465,3,2020,Wednesday,September
2020-09-17,50,7253,3,2020,Thursday,September
2020-09-18,50,8478,3,2020,Friday,September
2020-09-19,35,5640,3,2020,Saturday,September
2020-09-20,30,9609,3,2020,Sunday,September
2020-09-21,20,7299,3,2020,Monday,September
2020-09-22,28,9755,3,2020,Tuesday,September
2020-09-23,50,8483,3,2020,Wednesday,September
2020-09-24,21,9786,3,2020,Thursday,September
2020-09-25,39,5987,3,2020,Friday,September
2020-09-26,15,8832,3,2020,Saturday,September
2020-09-27,43,6962,3,2020,Sunday,September
2020-09-28,40,6886,3,2020,Monday,September
2020-09-29,48,6466,3,2020,Tuesday,September
2020-09-30,43,6407,3,2020,Wednesday,September
2020-10-01,18,5873,3,2020,Thursday,October
2020-10-02,43,7265,3,2020,Friday,October
2020-10-03,39,8912,3,2020,Saturday,October
2020-10-04,39,7207,3,2020,Sunday,October
2020-10-05,20,6287,3,2020,Monday,October
2020-10-06,21,7875,3,2020,Tuesday,October
2020-10-07,27,5640,3,2020,Wednesday,October
2020-10-08,20,5578,3,2020,Thursday,October
2020-10-09,34,8998,3,2020,Friday,October
2020-10-10,38,5633,3,2020,Saturday,October
2020-10-11,43,5152,3,2020,Sunday,October
2020-10-12,40,9638,3,2020,Monday,October
2020-10-13,38,8562,3,2020,Tuesday,October
2020-10-14,17,7674,3,2020,Wednesday,October
2020-10-15,43,9343,3,2020,Thursday,October
2020-10-16,20,9890,3,2020,Friday,October
2020-10-17,31,6566,3,2020,Saturday,October
2020-10-18,37,6254,3,2020,Sunday,October
2020-10-19,40,7124,3,2020,Monday,October
2020-10-20,21,6268,3,2020,Tuesday,October
2020-10-21,23,6655,3,2020,Wednesday,October
2020-10-22,38,9196,3,2020,Thursday,October
2020-10-23,50,6016,3,2020,Friday,October
2020-10-24,35,5670,3,2020,Saturday,October
2020-10-25,43,8361,3,2020,Sunday,October
2020-10-26,44,9871,3,2020,Monday,October
2020-10-27,17,8285,3,2020,Tuesday,October
2020-10-28,23,8793,3,2020,Wednesday,October
2020-10-29,17,5120,3,2020,Thursday,October
2020-10-30,15,7726,3,2020,Friday,October
2020-10-31,27,7510,3,2020,Saturday,October
2020-11-01,32,7095,3,2020,Sunday,November
2020-11-02,30,8910,3,2020,Monday,November
2020-11-03,32,8586,3,2020,Tuesday,November
2020-11-04,35,6273,3,2020,Wednesday,November
2020-11-05,28,6604,3,2020,Thursday,November
2020-11-06,28,7917,3,2020,Friday,November
2020-11-07,28,5463,3,2020,Saturday,November
2020-11-08,32,7668,3,2020,Sunday,November
2020-11-09,19,5008,3,2020,Monday,November
2020-11-10,20,6498,3,2020,Tuesday,November
2020-11-11,26,7365,3,2020,Wednesday,November
2020-11-12,33,7988,3,2020,Thursday,November
2020-11-13,43,8645,3,2020,Friday,November
2020-11-14,18,8935,3,2020,Saturday,November
2020-11-15,33,7281,3,2020,Sunday,November
2020-11-16,25,6554,3,2020,Monday,November
2020-11-17,35,8136,3,2020,Tuesday,November
2020-11-18,16,9522,3,2020,Wednesday,November
2020-11-19,27,8792,3,2020,Thursday,November
2020-11-20,24,9869,3,2020,Friday,November
2020-11-21,23,6314,3,2020,Saturday,November
2020-11-22,49,5679,3,2020,Sunday,November
2020-11-23,37,7556,3,2020,Monday,November
2020-11-24,21,6504,3,2020,Tuesday,November
2020-11-25,37,9218,3,2020,Wednesday,November
2020-11-26,40,8647,3,2020,Thursday,November
2020-11-27,21,8462,3,2020,Friday,November
2020-11-28,47,8048,3,2020,Saturday,November
2020-11-29,26,6816,3,2020,Sunday,November
2020-11-30,33,5479,3,2020,Monday,November
2020-12-01,34,6800,3,2020,Tuesday,December
2020-12-02,49,7125,3,2020,Wednesday,December
2020-12-03,39,5118,3,2020,Thursday,December
2020-12-04,27,6169,3,2020,Friday,December
2020-12-05,34,7322,3,2020,Saturday,December
2020-12-06,28,6833,3,2020,Sunday,December
2020-12-07,28,8139,3,2020,Monday,December
2020-12-08,40,7786,3,2020,Tuesday,December
2020-12-09,28,8199,3,2020,Wednesday,December
2020-12-10,37,6514,3,2020,Thursday,December
2020-12-11,37,6100,3,2020,Friday,December
2020-12-12,23,5657,3,2020,Saturday,December
2020-12-13,28,5305,3,2020,Sunday,December
2020-12-14,49,7436,3,2020,Monday,December
2020-12-15,19,7951,3,2020,Tuesday,December
2020-12-16,49,9819,3,2020,Wednesday,December
2020-12-17,18,9384,3,2020,Thursday,December
2020-12-18,18,8604,3,2020,Friday,December
2020-12-19,28,6870,3,2020,Saturday,December
2020-12-20,35,8925,3,2020,Sunday,December
2020-12-21,16,8746,3,2020,Monday,December
2020-12-22,36,6289,3,2020,Tuesday,December
2020-12-23,50,9166,3,2020,Wednesday,December
2020-12-24,39,6322,3,2020,Thursday,December
2020-12-25,44,7720,3,2020,Friday,December
2020-12-26,17,9019,3,2020,Saturday,December
2020-12-27,24,8793,3,2020,Sunday,December
2020-12-28,19,9903,3,2020,Monday,December
2020-12-29,23,5458,3,2020,Tuesday,December
2020-12-30,33,9921,3,2020,Wednesday,December
2020-12-31,33,7559,3,2020,Thursday,December
2021-01-01,49,5904,3,2021,Friday,January
2021-01-02,45,7473,3,2021,Saturday,January
2021-01-03,48,7954,3,2021,Sunday,January
2021-01-04,24,8488,3,2021,Monday,January
2021-01-05,37,8493,3,2021,Tuesday,January
2021-01-06,29,5224,3,2021,Wednesday,January
2021-01-07,25,7066,3,2021,Thursday,January
2021-01-08,18,9309,3,2021,Friday,January
2021-01-09,16,6416,3,2021,Saturday,January
2021-01-10,38,5601,3,2021,Sunday,January
2021-01-11,42,7695,3,2021,Monday,January
2021-01-12,24,9271,3,2021,Tuesday,January
2021-01-13,20,8549,3,2021,Wednesday,January
2021-01-14,45,9925,3,2021,Thursday,January
2021-01-15,15,7376,3,2021,Friday,January
2021-01-16,42,9579,3,2021,Saturday,January
2021-01-17,49,8388,3,2021,Sunday,January
2021-01-18,16,5935,3,2021,Monday,January
2021-01-19,22,8629,3,2021,Tuesday,January
2021-01-20,46,8611,3,2021,Wednesday,January
2021-01-21,41,7538,3,2021,Thursday,January
2021-01-22,47,5996,3,2021,Friday,January
2021-01-23,40,8814,3,2021,Saturday,January
2021-01-24,20,8311,3,2021,Sunday,January
2021-01-25,36,8062,3,2021,Monday,January
2021-01-26,47,5184,3,2021,Tuesday,January
2021-01-27,38,9306,3,2021,Wednesday,January
2021-01-28,28,7863,3,2021,Thursday,January
2021-01-29,20,5568,3,2021,Friday,January
2021-01-30,30,8561,3,2021,Saturday,January
2021-01-31,46,9107,3,2021,Sunday,January
2021-02-01,25,9927,3,2021,Monday,February
2021-02-02,44,9606,3,2021,Tuesday,February
2021-02-03,46,9237,3,2021,Wednesday,February
2021-02-04,32,8959,3,2021,Thursday,February
2021-02-05,17,6722,3,2021,Friday,February
2021-02-06,18,7802,3,2021,Saturday,February
2021-02-07,23,5797,3,2021,Sunday,February
2021-02-08,44,9551,3,2021,Monday,February
2021-02-09,42,7365,3,2021,Tuesday,February
2021-02-10,17,9589,3,2021,Wednesday,February
2021-02-11,18,9730,3,2021,Thursday,February
2021-02-12,31,6544,3,2021,Friday,February
2021-02-13,26,9333,3,2021,Saturday,February
2021-02-14,45,8064,3,2021,Sunday,February
2021-02-15,35,8920,3,2021,Monday,February
2021-02-16,18,6174,3,2021,Tuesday,February
2021-02-17,18,5154,3,2021,Wednesday,February
2021-02-18,47,9519,3,2021,Thursday,February
2021-02-19,44,7428,3,2021,Friday,February
2021-02-20,40,5839,3,2021,Saturday,February
2021-02-21,44,9676,3,2021,Sunday,February
2021-02-22,30,6092,3,2021,Monday,February
2021-02-23,29,6990,3,2021,Tuesday,February
2021-02-24,18,9515,3,2021,Wednesday,February
2021-02-25,29,7016,3,2021,Thursday,February
2021-02-26,22,7692,3,2021,Friday,February
2021-02-27,20,5124,3,2021,Saturday,February
2021-02-28,36,8326,3,2021,Sunday,February
2021-03-01,43,9387,3,2021,Monday,March
2021-03-02,33,5540,3,2021,Tuesday,March
2021-03-03,16,8095,3,2021,Wednesday,March
2021-03-04,41,7961,3,2021,Thursday,March
2021-03-05,41,8735,3,2021,Friday,March
2021-03-06,42,8965,3,2021,Saturday,March
2021-03-07,32,6805,3,2021,Sunday,March
2021-03-08,45,6495,3,2021,Monday,March
2021-03-09,17,6451,3,2021,Tuesday,March
2021-03-10,15,7332,3,2021,Wednesday,March
2021-03-11,15,7384,3,2021,Thursday,March
2021-03-12,31,7705,3,2021,Friday,March
2021-03-13,17,6190,3,2021,Saturday,March
2021-03-14,18,8957,3,2021,Sunday,March
2021-03-15,19,5252,3,2021,Monday,March
2021-03-16,33,6809,3,2021,Tuesday,March
2021-03-17,17,5586,3,2021,Wednesday,March
2021-03-18,23,6671,3,2021,Thursday,March
2021-03-19,33,6894,3,2021,Friday,March
2021-03-20,50,6028,3,2021,Saturday,March
2021-03-21,18,5457,3,2021,Sunday,March
2021-03-22,25,7271,3,2021,Monday,March
2021-03-23,27,6667,3,2021,Tuesday,March
2021-03-24,45,9863,3,2021,Wednesday,March
2021-03-25,44,9754,3,2021,Thursday,March
2021-03-26,16,8328,3,2021,Friday,March
2021-03-27,38,7619,3,2021,Saturday,March
2021-03-28,38,7733,3,2021,Sunday,March
2021-03-29,17,8150,3,2021,Monday,March
2021-03-30,32,9423,3,2021,Tuesday,March
2021-03-31,23,8660,3,2021,Wednesday,March
2021-04-01,48,9311,3,2021,Thursday,April
2021-04-02,16,8939,3,2021,Friday,April
2021-04-03,36,6447,3,2021,Saturday,April
2021-04-04,37,9628,3,2021,Sunday,April
2021-04-05,20,8440,3,2021,Monday,April
2021-04-06,24,6637,3,2021,Tuesday,April
2021-04-07,49,6386,3,2021,Wednesday,April
2021-04-08,46,8328,3,2021,Thursday,April
2021-04-09,39,9078,3,2021,Friday,April
2021-04-10,32,5454,3,2021,Saturday,April
2021-04-11,49,6490,3,2021,Sunday,April
2021-04-12,26,8629,3,2021,Monday,April
2021-04-13,50,8165,3,2021,Tuesday,April
2021-04-14,33,5030,3,2021,Wednesday,April
2021-04-15,45,7860,3,2021,Thursday,April
2021-04-16,42,9176,3,2021,Friday,April
2021-04-17,15,5173,3,2021,Saturday,April
2021-04-18,28,7437,3,2021,Sunday,April
2021-04-19,32,5882,3,2021,Monday,April
2021-04-20,27,8369,3,2021,Tuesday,April
2021-04-21,19,7729,3,2021,Wednesday,April
2021-04-22,19,8796,3,2021,Thursday,April
2021-04-23,47,6547,3,2021,Friday,April
2021-04-24,48,6868,3,2021,Saturday,April
2021-04-25,30,9457,3,2021,Sunday,April
2021-04-26,19,8161,3,2021,Monday,April
2021-04-27,19,8539,3,2021,Tuesday,April
2021-04-28,47,6037,3,2021,Wednesday,April
2021-04-29,33,5492,3,2021,Thursday,April
2021-04-30,39,7568,3,2021,Friday,April
2021-05-01,20,5159,3,2021,Saturday,May
2021-05-02,49,8638,3,2021,Sunday,May
2021-05-03,43,7553,3,2021,Monday,May
2021-05-04,31,8189,3,2021,Tuesday,May
2021-05-05,42,6921,3,2021,Wednesday,May
2021-05-06,30,9609,3,2021,Thursday,May
2021-05-07,24,5707,3,2021,Friday,May
2021-05-08,21,7684,3,2021,Saturday,May
2021-05-09,34,7118,3,2021,Sunday,May
2021-05-10,17,6705,3,2021,Monday,May
2021-05-11,20,5666,3,2021,Tuesday,May
2021-05-12,44,7785,3,2021,Wednesday,May
2021-05-13,31,8637,3,2021,Thursday,May
2021-05-14,32,8574,3,2021,Friday,May
2021-05-15,43,9877,3,2021,Saturday,May
2021-05-16,38,7906,3,2021,Sunday,May
2021-05-17,36,7155,3,2021,Monday,May
2021-05-18,49,5226,3,2021,Tuesday,May
2021-05-19,20,6342,3,2021,Wednesday,May
2021-05-20,23,8507,3,2021,Thursday,May
2021-05-21,37,8502,3,2021,Friday,May
2021-05-22,34,5339,3,2021,Saturday,May
2021-05-23,23,8562,3,2021,Sunday,May
2021-05-24,40,9869,3,2021,Monday,May
2021-05-25,23,8435,3,2021,Tuesday,May
2021-05-26,47,7787,3,2021,Wednesday,May
2021-05-27,43,8661,3,2021,Thursday,May
2021-05-28,28,5829,3,2021,Friday,May
2021-05-29,30,7744,3,2021,Saturday,May
2021-05-30,36,7147,3,2021,Sunday,May
2021-05-31,27,7919,3,2021,Monday,May
2021-06-01,39,5203,3,2021,Tuesday,June
2021-06-02,32,7801,3,2021,Wednesday,June
2021-06-03,48,5343,3,2021,Thursday,June
2021-06-04,16,5369,3,2021,Friday,June
2021-06-05,40,5867,3,2021,Saturday,June
2021-06-06,23,5126,3,2021,Sunday,June
2021-06-07,40,9370,3,2021,Monday,June
2021-06-08,20,7034,3,2021,Tuesday,June
2021-06-09,24,5876,3,2021,Wednesday,June
2021-06-10,46,9506,3,2021,Thursday,June
2021-06-11,45,5655,3,2021,Friday,June
2021-06-12,23,6936,3,2021,Saturday,June
2021-06-13,18,5723,3,2021,Sunday,June
2021-06-14,38,5627,3,2021,Monday,June
2021-06-15,22,5925,3,2021,Tuesday,June
2021-06-16,17,6512,3,2021,Wednesday,June
2021-06-17,48,8907,3,2021,Thursday,June
2021-06-18,24,9756,3,2021,Friday,June
2021-06-19,17,7331,3,2021,Saturday,June
2021-06-20,24,9965,3,2021,Sunday,June
2021-06-21,50,9982,3,2021,Monday,June
2021-06-22,46,6640,3,2021,Tuesday,June
2021-06-23,35,6402,3,2021,Wednesday,June
2021-06-24,19,7516,3,2021,Thursday,June
2021-06-25,17,9592,3,2021,Friday,June
2021-06-26,36,8522,3,2021,Saturday,June
2021-06-27,44,7441,3,2021,Sunday,June
2021-06-28,39,9176,3,2021,Monday,June
2021-06-29,30,6711,3,2021,Tuesday,June
2021-06-30,35,8883,3,2021,Wednesday,June
2021-07-01,36,7134,3,2021,Thursday,July
2021-07-02,34,9641,3,2021,Friday,July
2021-07-03,21,7400,3,2021,Saturday,July
2021-07-04,39,7240,3,2021,Sunday,July
2021-07-05,37,9908,3,2021,Monday,July
2021-07-06,31,9478,3,2021,Tuesday,July
2021-07-07,45,8404,3,2021,Wednesday,July
2021-07-08,37,7100,3,2021,Thursday,July
2021-07-09,46,9850,3,2021,Friday,July
2021-07-10,35,9753,3,2021,Saturday,July
2021-07-11,42,8340,3,2021,Sunday,July
2021-07-12,29,8669,3,2021,Monday,July
2021-07-13,40,8187,3,2021,Tuesday,July
2021-07-14,34,5256,3,2021,Wednesday,July
2021-07-15,47,9933,3,2021,Thursday,July
2021-07-16,23,9917,3,2021,Friday,July
2021-07-17,19,6085,3,2021,Saturday,July
2021-07-18,27,7972,3,2021,Sunday,July
2021-07-19,18,6822,3,2021,Monday,July
2021-07-20,31,8235,3,2021,Tuesday,July
2021-07-21,29,8806,3,2021,Wednesday,July
2021-07-22,23,9046,3,2021,Thursday,July
2021-07-23,29,5994,3,2021,Friday,July
2021-07-24,24,5739,3,2021,Saturday,July
2021-07-25,33,5041,3,2021,Sunday,July
2021-07-26,37,9255,3,2021,Monday,July
2021-07-27,42,5585,3,2021,Tuesday,July
2021-07-28,34,6767,3,2021,Wednesday,July
2021-07-29,35,7213,3,2021,Thursday,July
2021-07-30,41,8290,3,2021,Friday,July
2021-07-31,35,6210,3,2021,Saturday,July
2021-08-01,15,7627,3,2021,Sunday,August
2021-08-02,39,9765,3,2021,Monday,August
2021-08-03,24,9030,3,2021,Tuesday,August
2021-08-04,50,6576,3,2021,Wednesday,August
2021-08-05,47,6393,3,2021,Thursday,August
2021-08-06,34,7133,3,2021,Friday,August
2021-08-07,20,6527,3,2021,Saturday,August
2021-08-08,48,9924,3,2021,Sunday,August
2021-08-09,28,9932,3,2021,Monday,August
2021-08-10,47,9390,3,2021,Tuesday,August
2021-08-11,36,9105,3,2021,Wednesday,August
2021-08-12,31,6275,3,2021,Thursday,August
2021-08-13,30,7910,3,2021,Friday,August
2021-08-14,37,5123,3,2021,Saturday,August
2021-08-15,19,8158,3,2021,Sunday,August
2021-08-16,49,9426,3,2021,Monday,August
2021-08-17,37,7728,3,2021,Tuesday,August
2021-08-18,42,7567,3,2021,Wednesday,August
2021-08-19,43,8626,3,2021,Thursday,August
2021-08-20,35,6288,3,2021,Friday,August
2021-08-21,30,8950,3,2021,Saturday,August
2021-08-22,22,9641,3,2021,Sunday,August
2021-08-23,26,6451,3,2021,Monday,August
2021-08-24,24,8464,3,2021,Tuesday,August
2021-08-25,32,6327,3,2021,Wednesday,August
2021-08-26,34,9618,3,2021,Thursday,August
2021-08-27,21,5442,3,2021,Friday,August
2021-08-28,19,7022,3,2021,Saturday,August
2021-08-29,28,9043,3,2021,Sunday,August
2021-08-30,33,5625,3,2021,Monday,August
2021-08-31,29,7349,3,2021,Tuesday,August
2021-09-01,16,6461,3,2021,Wednesday,September
2021-09-02,32,7250,3,2021,Thursday,September
2021-09-03,45,5721,3,2021,Friday,September
2021-09-04,36,7980,3,2021,Saturday,September
2021-09-05,21,6176,3,2021,Sunday,September
2021-09-06,32,9776,3,2021,Monday,September
2021-09-07,46,9275,3,2021,Tuesday,September
2021-09-08,21,5828,3,2021,Wednesday,September
2021-09-09,19,5052,3,2021,Thursday,September
2021-09-10,39,5143,3,2021,Friday,September
2021-09-11,22,7915,3,2021,Saturday,September
2021-09-12,30,7236,3,2021,Sunday,September
2021-09-13,16,9747,3,2021,Monday,September
2021-09-14,20,7209,3,2021,Tuesday,September
2021-09-15,25,7905,3,2021,Wednesday,September
