Fecha,Productos,Ingreso,Tienda
18/06/2021,43,8478,2
19/06/2021,37,9384,2
20/06/2021,47,5880,2
21/06/2021,45,6887,2
22/06/2021,34,8515,2
23/06/2021,50,7253,2
24/06/2021,38,8592,2
25/06/2021,33,6137,2
26/06/2021,47,8883,2
27/06/2021,41,6242,2
28/06/2021,41,8511,2
29/06/2021,47,6956,2
30/06/2021,17,5456,2
01/07/2021,39,8478,2
02/07/2021,39,7675,2
03/07/2021,49,5967,2
04/07/2021,47,8096,2
05/07/2021,33,7888,2
06/07/2021,39,7978,2
07/07/2021,49,6056,2
08/07/2021,16,8716,2
09/07/2021,37,7950,2
10/07/2021,50,9108,2
11/07/2021,41,6685,2
12/07/2021,47,6740,2
13/07/2021,29,9327,2
14/07/2021,47,6005,2
15/07/2021,47,7833,2
16/07/2021,29,9753,2
17/07/2021,29,5765,2
18/07/2021,39,6870,2
19/07/2021,50,5488,2
20/07/2021,30,9435,2
21/07/2021,23,8515,2
22/07/2021,15,9254,2
23/07/2021,25,8195,2
24/07/2021,31,8084,2
25/07/2021,33,5610,2
26/07/2021,24,8563,2
27/07/2021,36,7325,2
28/07/2021,24,7960,2
29/07/2021,36,5287,2
30/07/2021,29,6680,2
31/07/2021,24,5442,2
01/08/2021,15,6313,2
02/08/2021,27,6085,2
03/08/2021,19,7757,2
04/08/2021,31,8988,2
05/08/2021,21,5378,2
06/08/2021,38,5513,2
07/08/2021,20,6693,2
08/08/2021,42,7942,2
09/08/2021,31,9629,2
10/08/2021,27,9846,2
11/08/2021,19,7501,2
12/08/2021,35,7768,2
13/08/2021,45,9283,2
14/08/2021,26,9881,2
15/08/2021,28,9530,2
16/08/2021,42,9747,2
17/08/2021,44,8570,2
18/08/2021,23,7959,2
19/08/2021,32,8816,2
20/08/2021,33,6245,2
21/08/2021,32,6186,2
22/08/2021,22,7692,2
23/08/2021,35,6198,2
24/08/2021,27,7431,2
25/08/2021,50,6224,2
26/08/2021,29,9364,2
27/08/2021,21,5818,2
28/08/2021,31,7425,2
29/08/2021,35,9749,2
30/08/2021,25,7192,2
31/08/2021,46,5512,2
01/09/2021,18,6163,2
02/09/2021,24,7338,2
03/09/2021,29,5721,2
04/09/2021,21,9115,2
05/09/2021,47,5773,2
06/09/2021,34,9280,2
07/09/2021,43,5220,2
08/09/2021,34,8950,2
09/09/2021,16,7904,2
10/09/2021,48,5385,2
11/09/2021,32,8081,2
12/09/2021,33,5035,2
13/09/2021,38,7639,2
14/09/2021,48,6254,2
15/09/2021,44,9558,2
16/09/2021,48,7932,2
17/09/2021,23,5685,2
18/09/2021,36,5746,2
19/09/2021,15,8456,2
20/09/2021,29,8340,2
21/09/2021,28,9656,2
22/09/2021,30,6729,2
23/09/2021,48,8343,2
24/09/2021,22,5870,2
25/09/2021,35,6231,2
26/09/2021,47,5322,2
27/09/2021,35,7461,2
28/09/2021,41,8755,2
29/09/2021,31,9076,2
30/09/2021,28,9160,2
01/10/2021,29,8462,2
02/10/2021,45,7301,2
03/10/2021,24,6672,2
04/10/2021,35,8343,2
05/10/2021,21,7553,2
06/10/2021,16,7495,2
07/10/2021,42,5649,2
08/10/2021,29,9910,2
09/10/2021,18,9594,2
10/10/2021,30,5172,2
11/10/2021,27,5490,2
12/10/2021,33,8006,2
13/10/2021,45,8921,2
14/10/2021,24,8464,2
15/10/2021,39,7174,2
16/10/2021,38,6858,2
17/10/2021,16,5140,2
18/10/2021,42,7706,2
19/10/2021,49,5465,2
20/10/2021,31,9448,2
21/10/2021,15,9785,2
22/10/2021,41,8533,2
23/10/2021,31,6268,2
24/10/2021,25,7146,2
25/10/2021,18,5016,2
26/10/2021,32,7692,2
27/10/2021,19,8934,2
28/10/2021,46,8593,2
29/10/2021,47,7172,2
30/10/2021,42,5343,2
31/10/2021,29,5447,2
01/11/2021,26,6689,2
02/11/2021,41,8664,2
03/11/2021,39,7389,2
04/11/2021,29,8714,2
05/11/2021,17,5275,2
06/11/2021,30,6348,2
07/11/2021,43,5116,2
08/11/2021,41,7596,2
09/11/2021,40,5995,2
10/11/2021,16,5085,2
11/11/2021,38,6706,2
12/11/2021,48,8666,2
13/11/2021,40,9219,2
14/11/2021,32,7074,2
15/11/2021,42,5364,2
16/11/2021,23,9445,2
17/11/2021,31,9776,2
18/11/2021,35,9756,2
19/11/2021,46,8665,2
20/11/2021,34,7932,2
21/11/2021,30,7741,2
22/11/2021,22,5146,2
23/11/2021,44,7234,2
24/11/2021,15,6834,2
25/11/2021,20,7853,2
26/11/2021,40,8468,2
27/11/2021,38,8254,2
28/11/2021,45,5835,2
29/11/2021,49,6991,2
30/11/2021,34,6148,2
01/12/2021,19,5518,2
02/12/2021,41,8400,2
03/12/2021,16,7244,2
04/12/2021,20,9579,2
05/12/2021,22,5861,2
06/12/2021,50,5348,2
07/12/2021,28,6668,2
08/12/2021,39,5203,2
09/12/2021,45,6795,2
10/12/2021,20,8093,2
11/12/2021,30,5879,2
12/12/2021,44,6506,2
13/12/2021,32,7249,2
14/12/2021,37,8018,2
15/12/2021,24,7807,2
16/12/2021,28,9621,2
17/12/2021,43,8722,2
18/12/2021,35,7021,2
19/12/2021,45,8192,2
20/12/2021,29,6812,2
21/12/2021,24,6014,2
22/12/2021,38,8066,2
23/12/2021,22,7523,2
24/12/2021,48,7130,2
25/12/2021,46,5322,2
26/12/2021,43,8342,2
27/12/2021,18,7186,2
28/12/2021,48,6351,2
29/12/2021,21,6005,2
30/12/2021,28,9616,2
31/12/2021,20,8810,2
01/01/2019,47,9313,3
02/01/2019,28,7970,3
03/01/2019,24,6204,3
04/01/2019,19,7793,3
05/01/2019,25,9509,3
06/01/2019,34,5746,3
07/01/2019,43,5159,3
08/01/2019,32,5152,3
09/01/2019,23,6532,3
10/01/2019,24,7062,3
11/01/2019,18,9141,3
12/01/2019,28,8249,3
13/01/2019,23,5113,3
14/01/2019,22,8739,3
15/01/2019,27,8605,3
16/01/2019,47,9331,3
17/01/2019,25,6816,3
18/01/2019,47,5818,3
19/01/2019,29,8568,3
20/01/2019,43,9798,3
21/01/2019,47,5019,3
22/01/2019,35,7707,3
23/01/2019,45,5942,3
24/01/2019,24,7443,3
25/01/2019,17,8625,3
26/01/2019,27,6560,3
27/01/2019,35,7752,3
28/01/2019,29,7986,3
29/01/2019,29,7061,3
30/01/2019,48,9370,3
31/01/2019,29,7147,3
01/02/2019,32,7387,3
02/02/2019,33,9467,3
03/02/2019,41,6550,3
04/02/2019,40,5427,3
05/02/2019,27,7397,3
06/02/2019,43,7569,3
07/02/2019,31,9723,3
08/02/2019,37,7450,3
09/02/2019,21,5021,3
10/02/2019,19,8155,3
11/02/2019,26,8411,3
12/02/2019,22,5853,3
13/02/2019,39,7692,3
14/02/2019,29,6824,3
15/02/2019,34,6043,3
16/02/2019,31,6758,3
17/02/2019,22,5733,3
18/02/2019,19,5625,3
19/02/2019,50,9593,3
20/02/2019,40,9374,3
21/02/2019,44,5893,3
22/02/2019,44,8594,3
23/02/2019,37,8178,3
24/02/2019,34,5412,3
25/02/2019,39,5138,3
26/02/2019,26,6041,3
27/02/2019,24,8636,3
28/02/2019,43,6119,3
01/03/2019,30,5056,3
02/03/2019,16,6099,3
03/03/2019,48,5910,3
04/03/2019,45,9462,3
05/03/2019,39,6934,3
06/03/2019,26,9077,3
07/03/2019,15,9538,3
08/03/2019,40,7043,3
09/03/2019,17,6563,3
10/03/2019,48,9181,3
11/03/2019,24,9690,3
12/03/2019,15,7252,3
13/03/2019,32,6757,3
14/03/2019,49,7468,3
15/03/2019,38,9515,3
16/03/2019,43,7053,3
17/03/2019,26,6872,3
18/03/2019,45,7635,3
19/03/2019,28,7035,3
20/03/2019,32,5467,3
21/03/2019,27,5727,3
22/03/2019,23,8777,3
23/03/2019,21,9029,3
24/03/2019,28,7291,3
25/03/2019,19,5327,3
26/03/2019,25,8504,3
27/03/2019,43,8490,3
28/03/2019,41,5659,3
29/03/2019,35,9110,3
30/03/2019,27,8207,3
31/03/2019,24,7572,3
01/04/2019,45,7265,3
02/04/2019,35,7442,3
03/04/2019,35,8010,3
04/04/2019,20,7825,3
05/04/2019,40,5800,3
06/04/2019,29,7691,3
07/04/2019,44,9139,3
08/04/2019,44,8003,3
09/04/2019,48,9109,3
10/04/2019,27,5798,3
11/04/2019,23,9125,3
12/04/2019,38,8571,3
13/04/2019,48,8705,3
14/04/2019,42,6825,3
15/04/2019,47,9132,3
16/04/2019,47,9807,3
17/04/2019,32,7079,3
18/04/2019,30,7124,3
19/04/2019,38,9851,3
20/04/2019,26,5673,3
21/04/2019,49,7893,3
22/04/2019,39,6890,3
23/04/2019,17,7060,3
24/04/2019,48,8583,3
25/04/2019,34,9375,3
26/04/2019,31,7218,3
27/04/2019,20,6953,3
28/04/2019,43,7204,3
29/04/2019,15,8762,3
30/04/2019,29,8347,3
01/05/2019,24,9707,3
02/05/2019,17,8902,3
03/05/2019,46,7274,3
04/05/2019,28,7441,3
05/05/2019,19,5458,3
06/05/2019,30,8768,3
07/05/2019,15,5213,3
08/05/2019,50,6170,3
09/05/2019,30,9376,3
10/05/2019,50,8831,3
11/05/2019,21,8887,3
12/05/2019,25,9586,3
13/05/2019,24,8664,3
14/05/2019,41,7875,3
15/05/2019,28,7187,3
16/05/2019,35,6968,3
17/05/2019,36,5602,3
18/05/2019,41,6842,3
19/05/2019,16,9149,3
20/05/2019,21,6024,3
21/05/2019,33,6537,3
22/05/2019,15,5052,3
23/05/2019,48,7148,3
24/05/2019,38,6753,3
25/05/2019,37,7259,3
26/05/2019,29,6113,3
27/05/2019,27,6694,3
28/05/2019,16,9957,3
29/05/2019,35,9595,3
30/05/2019,15,7705,3
31/05/2019,30,8682,3
01/06/2019,32,5228,3
02/06/2019,17,8221,3
03/06/2019,44,9364,3
04/06/2019,20,5466,3
05/06/2019,39,5343,3
06/06/2019,37,8848,3
07/06/2019,31,5885,3
08/06/2019,48,8027,3
09/06/2019,34,8514,3
10/06/2019,44,9809,3
11/06/2019,15,5252,3
12/06/2019,36,6845,3
13/06/2019,17,9937,3
14/06/2019,29,7130,3
15/06/2019,21,7709,3
16/06/2019,47,7653,3
17/06/2019,39,5939,3
18/06/2019,32,6638,3
19/06/2019,33,9160,3
20/06/2019,17,8728,3
21/06/2019,20,9302,3
22/06/2019,44,5521,3
23/06/2019,20,5099,3
24/06/2019,20,5431,3
25/06/2019,47,6536,3
26/06/2019,36,8722,3
27/06/2019,15,6230,3
28/06/2019,35,7287,3
29/06/2019,38,8887,3
30/06/2019,45,6149,3
01/07/2019,29,5528,3
02/07/2019,43,7471,3
03/07/2019,31,6563,3
04/07/2019,17,8525,3
05/07/2019,37,8465,3
06/07/2019,18,7137,3
07/07/2019,46,5271,3
08/07/2019,26,8430,3
09/07/2019,16,5292,3
10/07/2019,31,9432,3
11/07/2019,23,8785,3
12/07/2019,30,6735,3
13/07/2019,50,5792,3
14/07/2019,19,6849,3
15/07/2019,23,7048,3
16/07/2019,26,7133,3
17/07/2019,16,7611,3
18/07/2019,39,8032,3
19/07/2019,50,6324,3
20/07/2019,39,9633,3
21/07/2019,31,7686,3
22/07/2019,25,8901,3
23/07/2019,38,7499,3
24/07/2019,21,5022,3
25/07/2019,40,6230,3
26/07/2019,26,7507,3
27/07/2019,32,8605,3
28/07/2019,25,9722,3
29/07/2019,40,6499,3
30/07/2019,22,5838,3
31/07/2019,32,5735,3
01/08/2019,35,8501,3
02/08/2019,43,7704,3
03/08/2019,46,8294,3
04/08/2019,17,9494,3
05/08/2019,25,9884,3
06/08/2019,43,9375,3
07/08/2019,25,9973,3
08/08/2019,36,7634,3
09/08/2019,29,7976,3
10/08/2019,50,6819,3
11/08/2019,15,6010,3
12/08/2019,18,6796,3
13/08/2019,21,6266,3
14/08/2019,15,7898,3
15/08/2019,37,8123,3
16/08/2019,41,8824,3
17/08/2019,17,5709,3
18/08/2019,44,6539,3
19/08/2019,50,7200,3
20/08/2019,30,6692,3
21/08/2019,31,8799,3
22/08/2019,18,7194,3
23/08/2019,22,7297,3
24/08/2019,40,9491,3
25/08/2019,50,7671,3
26/08/2019,24,9878,3
27/08/2019,21,5919,3
28/08/2019,24,6743,3
29/08/2019,44,9881,3
30/08/2019,17,9104,3
31/08/2019,23,6788,3
01/09/2019,36,5762,3
02/09/2019,22,9176,3
03/09/2019,33,6252,3
04/09/2019,45,5638,3
05/09/2019,32,7290,3
06/09/2019,37,6122,3
07/09/2019,38,6380,3
08/09/2019,41,9309,3
09/09/2019,16,6712,3
10/09/2019,26,5334,3
11/09/2019,25,5267,3
12/09/2019,28,6338,3
13/09/2019,28,6552,3
14/09/2019,44,8076,3
15/09/2019,39,6794,3
16/09/2019,32,8420,3
17/09/2019,25,9036,3
18/09/2019,25,6067,3
19/09/2019,21,6802,3
20/09/2019,42,7508,3
21/09/2019,30,8438,3
22/09/2019,22,6134,3
23/09/2019,26,6529,3
24/09/2019,23,8484,3
25/09/2019,29,5076,3
26/09/2019,45,6097,3
27/09/2019,24,7323,3
28/09/2019,27,9964,3
29/09/2019,18,6846,3
30/09/2019,49,5781,3
01/10/2019,47,9049,3
02/10/2019,26,6737,3
03/10/2019,26,7355,3
04/10/2019,39,8560,3
05/10/2019,30,9332,3
06/10/2019,45,7878,3
07/10/2019,50,9908,3
08/10/2019,41,7313,3
09/10/2019,43,6233,3
10/10/2019,22,5952,3
11/10/2019,41,6997,3
12/10/2019,45,6549,3
13/10/2019,41,9531,3
14/10/2019,41,8033,3
15/10/2019,32,6249,3
16/10/2019,16,5772,3
17/10/2019,43,9496,3
18/10/2019,23,9727,3
19/10/2019,16,8803,3
20/10/2019,21,9450,3
21/10/2019,24,7057,3
22/10/2019,35,6852,3
23/10/2019,49,9650,3
24/10/2019,21,8179,3
25/10/2019,37,7860,3
26/10/2019,28,7367,3
27/10/2019,29,6678,3
28/10/2019,40,7242,3
29/10/2019,41,5816,3
30/10/2019,44,7702,3
31/10/2019,38,5058,3
01/11/2019,31,8189,3
02/11/2019,30,6897,3
03/11/2019,28,6339,3
04/11/2019,19,7519,3
05/11/2019,33,5334,3
06/11/2019,26,5331,3
07/11/2019,20,8720,3
08/11/2019,28,9402,3
09/11/2019,41,8620,3
10/11/2019,33,6285,3
11/11/2019,40,5005,3
12/11/2019,42,8756,3
13/11/2019,24,5160,3
14/11/2019,48,9806,3
15/11/2019,21,6917,3
16/11/2019,46,5027,3
17/11/2019,38,6366,3
18/11/2019,35,5570,3
19/11/2019,22,6960,3
20/11/2019,48,9671,3
21/11/2019,38,9819,3
22/11/2019,30,5706,3
23/11/2019,37,6249,3
24/11/2019,19,5081,3
25/11/2019,17,8602,3
26/11/2019,31,9879,3
27/11/2019,45,7071,3
28/11/2019,39,7113,3
29/11/2019,18,7233,3
30/11/2019,18,9091,3
01/12/2019,40,8608,3
02/12/2019,37,6756,3
03/12/2019,18,7017,3
04/12/2019,45,8470,3
05/12/2019,19,5072,3
06/12/2019,33,8557,3
07/12/2019,47,9919,3
08/12/2019,29,7779,3
09/12/2019,50,8820,3
10/12/2019,50,6934,3
11/12/2019,38,9383,3
12/12/2019,15,5876,3
13/12/2019,28,8494,3
14/12/2019,48,5023,3
15/12/2019,45,5202,3
16/12/2019,32,6052,3
17/12/2019,31,8945,3
18/12/2019,24,6926,3
19/12/2019,19,6609,3
20/12/2019,37,9763,3
21/12/2019,17,5636,3
22/12/2019,43,8687,3
23/12/2019,21,7395,3
24/12/2019,16,5765,3
25/12/2019,49,7176,3
26/12/2019,48,5019,3
27/12/2019,18,7475,3
28/12/2019,27,9441,3
29/12/2019,29,5494,3
30/12/2019,47,7794,3
31/12/2019,35,7243,3
01/01/2020,21,6420,3
02/01/2020,48,8680,3
03/01/2020,44,9546,3
04/01/2020,39,6449,3
05/01/2020,36,9271,3
06/01/2020,47,7000,3
07/01/2020,15,5047,3
08/01/2020,48,9164,3
09/01/2020,20,8084,3
10/01/2020,25,6128,3
11/01/2020,36,8925,3
12/01/2020,22,5803,3
13/01/2020,48,6343,3
14/01/2020,35,5532,3
15/01/2020,40,5587,3
16/01/2020,16,7053,3
17/01/2020,23,5579,3
18/01/2020,23,6993,3
19/01/2020,26,9006,3
20/01/2020,44,5746,3
21/01/2020,20,9531,3
22/01/2020,28,5834,3
23/01/2020,49,7345,3
24/01/2020,19,8404,3
25/01/2020,45,6623,3
26/01/2020,47,6713,3
27/01/2020,37,6952,3
28/01/2020,44,5635,3
29/01/2020,36,6098,3
30/01/2020,46,8430,3
31/01/2020,43,9452,3
01/02/2020,47,5267,3
02/02/2020,28,7930,3
03/02/2020,40,7691,3
04/02/2020,41,6129,3
05/02/2020,39,7566,3
06/02/2020,20,8383,3
07/02/2020,36,9813,3
08/02/2020,22,7144,3
09/02/2020,28,5711,3
10/02/2020,45,7192,3
11/02/2020,35,5016,3
12/02/2020,50,7952,3
13/02/2020,41,8603,3
14/02/2020,50,6618,3
15/02/2020,20,9104,3
16/02/2020,32,7132,3
17/02/2020,34,9982,3
18/02/2020,44,8678,3
19/02/2020,23,6522,3
20/02/2020,25,9639,3
21/02/2020,33,9396,3
22/02/2020,30,5147,3
23/02/2020,46,8551,3
24/02/2020,30,9812,3
25/02/2020,37,9388,3
26/02/2020,24,5709,3
27/02/2020,16,6375,3
28/02/2020,47,9037,3
29/02/2020,34,5891,3
01/03/2020,24,6377,3
02/03/2020,36,7500,3
03/03/2020,44,6358,3
04/03/2020,44,5783,3
05/03/2020,20,6009,3
06/03/2020,17,7196,3
07/03/2020,35,7015,3
08/03/2020,34,6969,3
09/03/2020,22,6874,3
10/03/2020,32,6004,3
11/03/2020,23,7387,3
12/03/2020,28,7790,3
13/03/2020,26,7314,3
14/03/2020,47,9197,3
15/03/2020,44,9074,3
16/03/2020,15,6578,3
17/03/2020,32,8893,3
18/03/2020,47,5705,3
19/03/2020,30,7672,3
20/03/2020,30,7800,3
21/03/2020,22,5747,3
22/03/2020,17,6490,3
23/03/2020,27,6706,3
24/03/2020,18,9561,3
25/03/2020,17,6756,3
26/03/2020,43,6368,3
27/03/2020,24,7392,3
28/03/2020,17,6742,3
29/03/2020,43,9563,3
30/03/2020,43,9802,3
31/03/2020,50,9607,3
01/04/2020,37,5952,3
02/04/2020,22,6573,3
03/04/2020,33,6288,3
04/04/2020,48,5447,3
05/04/2020,39,5444,3
06/04/2020,28,6049,3
07/04/2020,21,5311,3
08/04/2020,17,7121,3
09/04/2020,43,6756,3
10/04/2020,21,8358,3
11/04/2020,37,9949,3
12/04/2020,31,8314,3
13/04/2020,36,6528,3
14/04/2020,44,6628,3
15/04/2020,25,7314,3
16/04/2020,18,9747,3
17/04/2020,16,8867,3
18/04/2020,29,6421,3
19/04/2020,25,8614,3
20/04/2020,41,6445,3
21/04/2020,42,7912,3
22/04/2020,39,6090,3
23/04/2020,19,9685,3
24/04/2020,40,7339,3
25/04/2020,21,9378,3
26/04/2020,29,8305,3
27/04/2020,36,7276,3
28/04/2020,48,7640,3
29/04/2020,21,9257,3
30/04/2020,50,5578,3
01/05/2020,19,8378,3
02/05/2020,38,7018,3
03/05/2020,31,9730,3
04/05/2020,27,9751,3
05/05/2020,40,5435,3
06/05/2020,46,5837,3
07/05/2020,35,6300,3
08/05/2020,43,7605,3
09/05/2020,15,8877,3
10/05/2020,47,5239,3
11/05/2020,25,6687,3
12/05/2020,17,6800,3
13/05/2020,41,6657,3
14/05/2020,50,5772,3
15/05/2020,35,9096,3
16/05/2020,27,7479,3
17/05/2020,29,7869,3
18/05/2020,40,6969,3
19/05/2020,40,8681,3
20/05/2020,47,5232,3
21/05/2020,45,7602,3
22/05/2020,28,9890,3
23/05/2020,25,7537,3
24/05/2020,20,6059,3
25/05/2020,49,5932,3
26/05/2020,21,8358,3
27/05/2020,42,6796,3
28/05/2020,47,7543,3
29/05/2020,20,8546,3
30/05/2020,28,7795,3
31/05/2020,37,9523,3
01/06/2020,18,5747,3
02/06/2020,37,7955,3
03/06/2020,37,8659,3
04/06/2020,29,6040,3
05/06/2020,27,7456,3
06/06/2020,46,6258,3
07/06/2020,49,7553,3
08/06/2020,42,8324,3
09/06/2020,44,9078,3
10/06/2020,42,5443,3
11/06/2020,34,5377,3
12/06/2020,24,5577,3
13/06/2020,42,7984,3
14/06/2020,31,7623,3
15/06/2020,40,8133,3
16/06/2020,48,6642,3
17/06/2020,29,5351,3
18/06/2020,29,5874,3
19/06/2020,45,6997,3
20/06/2020,36,7547,3
21/06/2020,15,7305,3
22/06/2020,20,9221,3
23/06/2020,37,7974,3
24/06/2020,26,8725,3
25/06/2020,46,8845,3
26/06/2020,46,6903,3
27/06/2020,29,8941,3
28/06/2020,41,6116,3
29/06/2020,18,5581,3
30/06/2020,35,8618,3
01/07/2020,42,5485,3
02/07/2020,50,9156,3
03/07/2020,23,6963,3
04/07/2020,30,7981,3
05/07/2020,44,7696,3
06/07/2020,31,5833,3
07/07/2020,41,7508,3
08/07/2020,42,9578,3
09/07/2020,17,6011,3
10/07/2020,38,5023,3
11/07/2020,18,5585,3
12/07/2020,20,7106,3
13/07/2020,36,9549,3
14/07/2020,39,5765,3
15/07/2020,32,6640,3
16/07/2020,24,8779,3
17/07/2020,25,6792,3
18/07/2020,26,8637,3
19/07/2020,46,9067,3
20/07/2020,34,9160,3
21/07/2020,31,8903,3
22/07/2020,25,5714,3
23/07/2020,23,8678,3
24/07/2020,29,9428,3
25/07/2020,25,8747,3
26/07/2020,16,6405,3
27/07/2020,35,8515,3
28/07/2020,37,6204,3
29/07/2020,48,6387,3
30/07/2020,46,6067,3
31/07/2020,25,6596,3
01/08/2020,15,7121,3
02/08/2020,42,8803,3
03/08/2020,19,5715,3
04/08/2020,26,8457,3
05/08/2020,42,6317,3
06/08/2020,34,6687,3
07/08/2020,21,6431,3
08/08/2020,27,8264,3
09/08/2020,34,6066,3
10/08/2020,35,7520,3
11/08/2020,37,9911,3
12/08/2020,27,8600,3
13/08/2020,16,9222,3
14/08/2020,47,5159,3
15/08/2020,19,6229,3
16/08/2020,25,6705,3
17/08/2020,47,7120,3
18/08/2020,45,8647,3
19/08/2020,31,6080,3
20/08/2020,28,7912,3
21/08/2020,25,8295,3
22/08/2020,31,5733,3
23/08/2020,41,7537,3
24/08/2020,22,9169,3
25/08/2020,17,8632,3
26/08/2020,22,7097,3
27/08/2020,48,8516,3
28/08/2020,26,5264,3
29/08/2020,22,9165,3
30/08/2020,27,5185,3
31/08/2020,19,6720,3
01/09/2020,16,9228,3
02/09/2020,24,9854,3
03/09/2020,27,9101,3
04/09/2020,47,7695,3
05/09/2020,31,8948,3
06/09/2020,37,6720,3
07/09/2020,40,9688,3
08/09/2020,32,9518,3
09/09/2020,46,8804,3
10/09/2020,45,8841,3
11/09/2020,17,8680,3
12/09/2020,38,8781,3
13/09/2020,49,7317,3
14/09/2020,50,8520,3
15/09/2020,31,7698,3
16/09/2020,47,9465,3
17/09/2020,50,7253,3
18/09/2020,50,8478,3
19/09/2020,35,5640,3
20/09/2020,30,9609,3
21/09/2020,20,7299,3
22/09/2020,28,9755,3
23/09/2020,50,8483,3
24/09/2020,21,9786,3
25/09/2020,39,5987,3
26/09/2020,15,8832,3
27/09/2020,43,6962,3
28/09/2020,40,6886,3
29/09/2020,48,6466,3
30/09/2020,43,6407,3
01/10/2020,18,5873,3
02/10/2020,43,7265,3
03/10/2020,39,8912,3
04/10/2020,39,7207,3
05/10/2020,20,6287,3
06/10/2020,21,7875,3
07/10/2020,27,5640,3
08/10/2020,20,5578,3
09/10/2020,34,8998,3
10/10/2020,38,5633,3
11/10/2020,43,5152,3
12/10/2020,40,9638,3
13/10/2020,38,8562,3
14/10/2020,17,7674,3
15/10/2020,43,9343,3
16/10/2020,20,9890,3
17/10/2020,31,6566,3
18/10/2020,37,6254,3
19/10/2020,40,7124,3
20/10/2020,21,6268,3
21/10/2020,23,6655,3
22/10/2020,38,9196,3
23/10/2020,50,6016,3
24/10/2020,35,5670,3
25/10/2020,43,8361,3
26/10/2020,44,9871,3
27/10/2020,17,8285,3
28/10/2020,23,8793,3
29/10/2020,17,5120,3
30/10/2020,15,7726,3
31/10/2020,27,7510,3
01/11/2020,32,7095,3
02/11/2020,30,8910,3
03/11/2020,32,8586,3
04/11/2020,35,6273,3
05/11/2020,28,6604,3
06/11/2020,28,7917,3
07/11/2020,28,5463,3
08/11/2020,32,7668,3
09/11/2020,19,5008,3
10/11/2020,20,6498,3
11/11/2020,26,7365,3
12/11/2020,33,7988,3
13/11/2020,43,8645,3
14/11/2020,18,8935,3
15/11/2020,33,7281,3
16/11/2020,25,6554,3
17/11/2020,35,8136,3
18/11/2020,16,9522,3
19/11/2020,27,8792,3
20/11/2020,24,9869,3
21/11/2020,23,6314,3
22/11/2020,49,5679,3
23/11/2020,37,7556,3
24/11/2020,21,6504,3
25/11/2020,37,9218,3
26/11/2020,40,8647,3
27/11/2020,21,8462,3
28/11/2020,47,8048,3
29/11/2020,26,6816,3
30/11/2020,33,5479,3
01/12/2020,34,6800,3
02/12/2020,49,7125,3
03/12/2020,39,5118,3
04/12/2020,27,6169,3
05/12/2020,34,7322,3
06/12/2020,28,6833,3
07/12/2020,28,8139,3
08/12/2020,40,7786,3
09/12/2020,28,8199,3
10/12/2020,37,6514,3
11/12/2020,37,6100,3
12/12/2020,23,5657,3
13/12/2020,28,5305,3
14/12/2020,49,7436,3
15/12/2020,19,7951,3
16/12/2020,49,9819,3
17/12/2020,18,9384,3
18/12/2020,18,8604,3
19/12/2020,28,6870,3
20/12/2020,35,8925,3
21/12/2020,16,8746,3
22/12/2020,36,6289,3
23/12/2020,50,9166,3
24/12/2020,39,6322,3
25/12/2020,44,7720,3
26/12/2020,17,9019,3
27/12/2020,24,8793,3
28/12/2020,19,9903,3
29/12/2020,23,5458,3
30/12/2020,33,9921,3
31/12/2020,33,7559,3
01/01/2021,49,5904,3
02/01/2021,45,7473,3
03/01/2021,48,7954,3
04/01/2021,24,8488,3
05/01/2021,37,8493,3
06/01/2021,29,5224,3
07/01/2021,25,7066,3
08/01/2021,18,9309,3
09/01/2021,16,6416,3
10/01/2021,38,5601,3
11/01/2021,42,7695,3
12/01/2021,24,9271,3
13/01/2021,20,8549,3
14/01/2021,45,9925,3
15/01/2021,15,7376,3
16/01/2021,42,9579,3
17/01/2021,49,8388,3
18/01/2021,16,5935,3
19/01/2021,22,8629,3
20/01/2021,46,8611,3
21/01/2021,41,7538,3
22/01/2021,47,5996,3
23/01/2021,40,8814,3
24/01/2021,20,8311,3
25/01/2021,36,8062,3
26/01/2021,47,5184,3
27/01/2021,38,9306,3
28/01/2021,28,7863,3
29/01/2021,20,5568,3
30/01/2021,30,8561,3
31/01/2021,46,9107,3
01/02/2021,25,9927,3
02/02/2021,44,9606,3
03/02/2021,46,9237,3
04/02/2021,32,8959,3
05/02/2021,17,6722,3
06/02/2021,18,7802,3
07/02/2021,23,5797,3
08/02/2021,44,9551,3
09/02/2021,42,7365,3
10/02/2021,17,9589,3
11/02/2021,18,9730,3
12/02/2021,31,6544,3
13/02/2021,26,9333,3
14/02/2021,45,8064,3
15/02/2021,35,8920,3
16/02/2021,18,6174,3
17/02/2021,18,5154,3
18/02/2021,47,9519,3
19/02/2021,44,7428,3
20/02/2021,40,5839,3
21/02/2021,44,9676,3
22/02/2021,30,6092,3
23/02/2021,29,6990,3
24/02/2021,18,9515,3
25/02/2021,29,7016,3
26/02/2021,22,7692,3
27/02/2021,20,5124,3
28/02/2021,36,8326,3
01/03/2021,43,9387,3
02/03/2021,33,5540,3
03/03/2021,16,8095,3
04/03/2021,41,7961,3
05/03/2021,41,8735,3
06/03/2021,42,8965,3
07/03/2021,32,6805,3
08/03/2021,45,6495,3
09/03/2021,17,6451,3
10/03/2021,15,7332,3
11/03/2021,15,7384,3
